name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 24040 c,Confirmed,0.201,0.027,0.027,0.201,0.027,0.027,,,,515.4,2.5,2.5,1.3,0.021,0.021,0.11,0.079,0.079,,,,,2021,2021-05-27,343.0,50.0,50.0,,,,2454984.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24040,57.5958333,17.4763889,7.52,,,,,46.51,2.3,2.3,0.206,0.03,0.03,1.18,,,,,,G0,6.68,1.52,1.52,5853.0,44.0,44.0,,,
HD 24064 b,Confirmed,9.4,1.3,1.3,9.4,1.3,1.3,,,,555.6,3.0,3.0,1.29,0.05,0.05,0.35,0.08,0.08,,,,,2015,2015-10-01,250.8,6.3,6.3,2455278.3,11.8,11.8,,,,,,,,,,,,,,,,,,,251.0,9.3,9.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24064,59.150000012,74.080000012,6.75,,,,,264.4,31.2,31.2,-0.49,0.06,0.06,1.0,0.1,0.1,38.0,2.9,2.9,K0,9.0,2.1,2.1,4052.5,22.5,22.5,,,
HD 24085 b,Confirmed,0.0371,0.0098,0.0098,0.0371,0.0098,0.0098,,,,2.0455,0.0002,0.0002,0.034,0.001,0.001,0.22,0.12,0.12,,,,,2019,2019-04-19,8.92,54.83,54.83,,,,,,,,,,,,,,,,,,,,,,5.4,1.37,1.37,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 24085,56.26,-70.02,,,,,,54.97,0.06,0.06,,,,1.22,0.07,0.07,,,,G0V,,,,6034.0,53.0,53.0,,,
HD 25015 b,Confirmed,4.48,0.3,0.3,4.48,0.3,0.3,,,,6019.0,263.0,263.0,6.19,0.23,0.23,0.39,0.07,0.07,,,,,2019,2019-04-03,77.7,8.6,8.6,2455852.0,140.0,140.0,,,,,,,,,,,,,,,,,,,60.1,3.2,3.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25015,59.433333348,-20.267777784,8.9,,,,,37.45,0.07,0.07,0.04,0.04,0.04,0.86,0.05,0.05,0.83,0.04,0.04,K2V,4.0,3.41,3.41,5160.0,63.0,63.0,,,
HD 25171 b,Confirmed,0.95,0.1,0.1,0.95,0.1,0.1,,,,1845.0,15.0,15.0,3.02,0.16,0.16,0.08,0.06,0.06,,,,0.054909,2010,2010-12-19,96.0,89.0,89.0,55301.0,449.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 25171,58.9541667,-65.1866667,7.79,,,,,55.0,1.5,1.5,-0.11,0.044,0.044,1.09,0.3,0.3,1.18,0.04,0.04,F8V,2.0,1.6,1.6,6160.0,65.0,65.0,,,
HD 25723 b,Confirmed,2.51,,,2.51,,,,,,456.78,,,1.49,,,0.05,,,,,,,2020,2020-10-26,89.48,,,,,,,,,,,,,,,,,,,,,,,,40.09,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25723,61.095833341,-12.795000025,5.6,,,,,117.9,4.93,4.93,-0.03,0.1,0.1,2.12,0.55,0.55,13.76,0.56,0.56,K1 III,0.95,0.25,0.25,4766.0,38.0,38.0,,,
HD 25723 c,Confirmed,1.33,,,1.33,,,,,,2369.84,,,4.35,,,0.22,,,,,,,2020,2020-10-26,210.58,,,,,,,,,,,,,,,,,,,,,,,,13.59,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 25723,61.095833341,-12.795000025,5.6,,,,,117.9,4.93,4.93,-0.03,0.1,0.1,2.12,0.55,0.55,13.76,0.56,0.56,K1 III,0.95,0.25,0.25,4766.0,38.0,38.0,,,
HD 26161 b,Confirmed,13.5,3.7,3.7,13.5,3.7,3.7,,,,32000.0,10000.0,10000.0,20.4,4.9,4.9,0.82,0.05,0.05,,,,,2021,2023-01-10,356.0,7.4,7.4,,,,2460540.0,280.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 26161,62.408333346,31.652222237,,,,,,,,,,,,,,,,,,G0,,,,,,,,,
HD 2638 b,Confirmed,0.48,,,0.48,,,1.04,,,3.444,0.008239,0.008239,0.044,,,0.0,,,,,,0.000819,2005,2021-12-02,126.9,,,2453323.282,,,,,,,,,,,,,,,,,,53323.206,0.002,0.002,67.4,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,HIP 2350 b,,HD 2638,7.4958333,-5.7638889,9.44,,,,,53.71,,,0.16,0.05,0.05,0.93,,,,,,G5,3.0,,,5192.0,38.0,38.0,,,
HD 26965 b,Confirmed,0.02665,0.00148,0.00148,0.02665,0.00148,0.00148,,,,42.378,0.01,0.01,0.215,0.008,0.008,0.04,0.03,0.03,,,,,2018,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,40 Eri b,,HD 26965,63.8179984638,-7.65287234863,4.4,,,,,4.98,0.01,0.01,-0.42,0.04,0.04,0.78,0.08,0.08,0.812,0.017,0.017,K0.5V,6.9,4.7,4.7,5072.0,53.0,53.0,,,40 Eri
HD 27442 b,Confirmed,1.35,0.11,0.11,1.35,0.11,0.11,,,,415.2,0.5,0.5,1.16,0.11,0.11,0.058,0.05,0.05,,,,0.064088,2000,2011-04-07,347.0,20.0,20.0,2451849.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27442,64.1208333,-59.3019444,4.44,,,,,18.1,,,0.22,,,1.2,0.1,0.1,6.6,,,K2 IV a,7.15,,,4749.0,50.0,50.0,,,
HD 27631 b,Confirmed,1.45,0.14,0.14,1.45,0.14,0.14,,,,2208.0,66.0,66.0,3.25,0.07,0.07,0.12,0.06,0.06,,,,,2011,2012-11-29,134.0,44.0,44.0,2453867.0,224.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 27631,64.9375,-41.9602778,8.25,,,,,45.5,1.5,1.5,,,,,,,,,,G3IV,,,,,,,,,
HD 27894 b,Confirmed,0.665,0.007,0.007,0.665,0.007,0.007,,,,18.02,0.02,0.02,0.125,0.0001,0.0001,0.047,0.008,0.008,,,,0.002879,2005,2017-06-25,132.2,15.2,15.2,53275.46,0.48,0.48,,,,,,,,,,,,,,,,,,,59.8,0.59,0.59,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875.0,81.0,81.0,,,
HD 27894 c,Confirmed,0.162,0.04,0.04,0.162,0.04,0.04,,,,36.07,0.09,0.09,0.198,0.001,0.001,0.015,0.002,0.002,,,,,2017,2017-06-25,44.2,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,11.57,2.89,2.89,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875.0,81.0,81.0,,,
HD 27894 d,Confirmed,5.415,1.214,1.214,5.415,1.214,1.214,,,,5174.0,82.0,82.0,5.448,0.058,0.058,0.389,0.03,0.03,,,,,2017,2017-06-25,353.9,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,79.76,15.03,15.03,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 27894,65.1958333,-59.4108333,9.36,,,,,42.37,,,0.3,0.07,0.07,0.8,,,,,,K2 V,3.9,,,4875.0,81.0,81.0,,,
HD 27969 b,Confirmed,4.8,0.24,0.24,4.8,0.24,0.24,,,,654.5,5.8,5.8,1.552,0.033,0.033,0.182,0.019,0.019,,,,,2021,2021-07-14,106.6,7.7,7.7,2457020.8,7.3,7.3,,,,,,,,,,,,,,,,,,,103.6,2.8,2.8,261.0,11.0,11.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 27969,66.70833335,42.908611136,7.65,,,,,68.06,0.04,0.04,0.18,0.02,0.02,1.16,0.07,0.07,1.27,0.1,0.1,GOV,,,,5966.0,21.0,21.0,,,
HD 28185 b,Confirmed,5.7,,,5.7,,,,,,383.0,2.0,2.0,1.03,,,0.07,0.04,0.04,,,,0.026142,2001,2010-12-19,351.0,25.0,25.0,51853.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 28185,66.6083333,-10.5505556,7.81,,,,,39.4,,,0.24,,,1.24,,,1.03,,,G5,5.36,,,5482.0,,,,,
HD 28254 A b,Confirmed,1.16,0.06,0.06,1.16,0.06,0.06,,,,1116.0,26.0,26.0,2.15,0.05,0.05,0.81,0.02,0.02,,,,0.038256,2009,2019-12-12,301.0,4.0,4.0,4049.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,HD 28254 b,,HD 28254 A,66.2125,-50.6222222,7.71,,,,,56.2,2.0,2.0,0.36,0.03,0.03,1.06,,,1.48,0.06,0.06,G1IV/V,,,,5664.0,35.0,35.0,,,HD 28254
HD 283668 b,Confirmed,53.4,4.0,4.0,53.4,4.0,4.0,,,,2558.0,8.0,8.0,3.3,0.11,0.11,0.577,0.011,0.011,,,,,2016,2016-02-10,265.4,1.2,1.2,2457401.0,9.0,9.0,,,,,,,,,,,,,,,,,,,1243.0,25.0,25.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 283668,66.970833351,24.44472224,9.44,,,,,42.3,,,-0.75,0.12,0.12,0.68,0.06,0.06,,,,,,,,4845.0,66.0,66.0,,,
HD 285507 b,Confirmed,0.917,0.033,0.033,0.917,0.033,0.033,,,,6.0962,0.0002,0.0002,0.0729,0.003,0.003,0.023,0.015,0.015,,,,,2013,2020-02-26,206.0,75.0,75.0,2456263.121,0.029,0.029,,,,,,,,,,,,,,,,,,,131.3,3.5,3.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,HD 285507,61.754166667,15.335000008,10.5,,,,,41.3,3.0,3.0,0.13,0.01,0.01,0.734,0.034,0.034,0.656,0.034,0.034,K5,0.625,0.05,0.05,4503.0,85.0,85.0,,,
HD 28678 b,Confirmed,1.7,0.1,0.1,1.7,0.1,0.1,,,,387.1,4.2,4.2,1.24,0.03,0.03,0.168,0.068,0.068,,,,0.005463,2011,2011-09-01,131.0,30.0,30.0,2455517.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 28678,67.8541667,4.5752778,8.54,,,,,227.0,48.0,48.0,-0.11,0.03,0.03,1.74,0.12,0.12,6.2,0.1,0.1,K0D,1.8,0.7,0.7,5076.0,44.0,44.0,,,
HD 29021 b,Confirmed,2.4,0.2,0.2,2.4,0.2,0.2,,,,1362.3,4.0,4.0,2.28,0.08,0.08,0.459,0.008,0.008,,,,,2017,2017-06-29,,,,2455823.9,5.7,5.7,,,,,,,,,,,,,,,,,,,56.4,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 29021,69.4675000174,60.6761944654,7.76,,,,,30.6,0.4,0.4,-0.24,0.02,0.02,0.85,0.08,0.08,0.85,0.09,0.09,G5,7.4,3.1,3.1,5560.0,45.0,45.0,,,2MASS J04375221+6040344
HD 290327 b,Confirmed,2.54,0.14,0.14,2.54,0.14,0.14,,,,2443.0,117.0,117.0,3.43,0.12,0.12,0.08,0.03,0.03,,,,0.062477,2009,2010-09-07,268.0,19.0,19.0,5326.0,412.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 290327,80.8416667,-2.2775,8.96,,,,,54.9,4.3,4.3,-0.11,0.02,0.02,0.9,,,1.0,0.01,0.01,G8V,,,,5552.0,21.0,21.0,,,
HD 29399 b,Confirmed,1.57,0.11,0.11,1.57,0.11,0.11,,,,892.7,5.9,5.9,1.913,0.008,0.008,0.05,0.05,0.05,,,,,2021,2021-04-22,346.9,85.1,85.1,2455965.0,210.0,210.0,,,,,,,,,,,,,,,,,,,29.9,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 29399,68.391666678,-62.823611133,,,,,,44.2,0.1,0.1,0.14,0.03,0.03,1.15,0.04,0.04,4.47,0.02,0.02,K1III,6.2,0.5,0.5,4803.0,66.0,66.0,,,
HD 2952 b,Confirmed,1.6,,,1.6,,,,,,311.6,1.9,1.9,1.2,,,0.129,0.085,0.085,,,,,2013,2014-05-25,64.0,48.0,48.0,2450112.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 2952,8.2917,54.895,5.93,,,,,115.2,9.0,9.0,0.0,0.04,0.04,2.54,0.09,0.09,12.02,1.06,1.06,K0III,,,,4844.0,20.0,20.0,,,
HD 30177 b,Confirmed,8.07,0.12,0.12,8.07,0.12,0.12,,,,2532.5,10.6,10.6,3.58,0.01,0.01,0.18,0.014,0.014,,,,,2002,2016-12-08,32.0,4.0,4.0,2451428.0,26.0,26.0,,,,,,,,,,,,,,,,,,,126.1,1.9,1.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30177,70.475,-58.0205556,8.41,,,,,54.7,2.3,2.3,0.33,0.05,0.05,1.05,0.08,0.08,1.12,,,G8 V,11.6,2.2,2.2,5580.0,12.0,12.0,,,
HD 30177 c,Confirmed,3.0,0.3,0.3,3.0,0.3,0.3,,,,6921.0,621.0,621.0,6.99,0.42,0.42,0.35,0.1,0.1,,,,,2016,2019-04-24,11.0,13.0,13.0,2451661.0,573.0,573.0,,,,,,,,,,,,,,,,,,,35.8,3.4,3.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30177,70.475,-58.0205556,8.41,,,,,54.7,2.3,2.3,0.33,0.05,0.05,1.05,0.08,0.08,1.12,,,G8 V,11.6,2.2,2.2,5580.0,12.0,12.0,,,
HD 30562 b,Confirmed,1.29,0.08,0.08,1.29,0.08,0.08,,,,1157.0,27.0,27.0,2.3,0.02,0.02,0.76,0.05,0.05,,,,0.086792,2009,2009-09-24,81.0,10.0,10.0,10131.5,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 30562,72.15,-5.6741667,5.77,,,,,26.5,,,0.243,0.04,0.04,1.219,0.04,0.04,1.637,0.06,0.06,F8V,4.0,,,5861.0,44.0,44.0,,,
HD 30669 b,Confirmed,0.47,0.06,0.06,0.47,0.06,0.06,,,,1684.0,61.0,61.0,2.69,0.08,0.08,0.18,0.15,0.15,,,,,2014,2015-06-14,82.0,43.0,43.0,2457181.0,101.0,101.0,,,,,,,,,,,,,,,,,,,8.6,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 30669,72.120833343,-28.419166677,9.11,,,,,57.0,3.9,3.9,0.13,0.06,0.06,0.92,0.03,0.03,0.91,0.04,0.04,G9V,4.8,4.0,4.0,5400.0,74.0,74.0,,,
HD 30856 A b,Confirmed,1.8,0.2,0.2,1.8,0.2,0.2,,,,912.0,41.0,41.0,2.0,0.08,0.08,0.24,,,,,,0.016935,2011,2019-12-13,180.0,60.0,60.0,2455260.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 30856 b,,HD 30856 A,72.575,-24.3688889,8.07,,,,,118.1,9.9,9.9,-0.06,0.03,0.03,1.35,0.094,0.094,4.2,0.1,0.1,K0III,3.8,1.0,1.0,4982.0,44.0,44.0,,,HD 30856
HD 31253 b,Confirmed,0.5,0.07,0.07,0.5,0.07,0.07,,,,466.0,3.0,3.0,1.26,0.006,0.006,0.3,0.2,0.2,,,,0.023411,2010,2010-11-18,244.0,23.0,23.0,10660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 31253,73.6833333,12.3522222,7.13,,,,,53.82,3.45,3.45,0.16,,,1.23,0.05,0.05,1.71,,,F8,3.0,,,5960.0,,,,,
HD 31527 b,Confirmed,0.0363,0.0025,0.0025,0.0363,0.0025,0.0025,,,,16.557,0.003,0.003,0.1253,0.002,0.002,0.16,0.05,0.05,,,,0.003246,2011,2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,2.84,0.13,0.13,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 31527 c,Confirmed,0.0498,0.00345,0.00345,0.0498,0.00345,0.00345,,,,51.2,0.03,0.03,0.2665,0.0044,0.0044,0.08,0.05,0.05,,,,0.006904,2011,2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.14,0.14,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 31527 d,Confirmed,0.0519,0.0257,0.0257,0.0519,0.0257,0.0257,,,,274.2,1.0,1.0,0.8181,0.0203,0.0203,0.67,0.08,0.08,,,,0.021194,2011,2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.36,0.36,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,HD 31527,73.9083333,-23.2419444,7.48,,,,,38.6,0.9,0.9,,,,,,,,,,G0V,,,,,,,,,
HD 3167 d,Confirmed,0.0217,0.0022,0.0022,0.0217,0.0022,0.0022,,,,8.492,0.024,0.024,0.07757,0.00027,0.00027,0.36,0.36,0.36,,,,,2017,2017-06-28,176.0,80.0,80.0,,,,2457806.1,0.5,0.5,,,,,,,,,,,,,,,,2.39,0.24,0.24,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 3167,8.739684,4.381469,8.94,,7.548,7.203,,47.36,0.15,0.15,-0.02,0.17,0.17,0.94,0.04,0.04,0.87,0.01,0.01,K0 V,5.0,4.0,4.0,5528.0,162.0,162.0,,,"EPIC 220383386, HIP 2736, 2MASS J00345752+0422531, BD+03 68, K2-96, SAO 109291, TYC 0013-00894-1, WISE J003457.60+042251.4"
HD 3167 e,Confirmed,0.03065,0.00362,0.00362,0.03065,0.00362,0.00362,,,,102.09,0.5,0.5,0.4048,0.0074,0.0074,0.6,0.6,0.6,,,,,2022,2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,1.536,0.18,0.18,374.8,7.3,7.3,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 3167,8.739684,4.381469,8.94,,7.548,7.203,,47.36,0.15,0.15,-0.02,0.17,0.17,0.94,0.04,0.04,0.87,0.01,0.01,K0 V,5.0,4.0,4.0,5528.0,162.0,162.0,,,"EPIC 220383386, HIP 2736, 2MASS J00345752+0422531, BD+03 68, K2-96, SAO 109291, TYC 0013-00894-1, WISE J003457.60+042251.4"
HD 32518 b,Confirmed,3.04,0.69,0.69,3.04,0.69,0.69,,,,157.54,0.38,0.38,0.59,0.03,0.03,0.01,0.03,0.03,,,,0.005026,2009,2009-08-12,306.11,126.71,126.71,2452950.29,13.66,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 32518,77.4041667,69.6394444,6.44,,,,,117.4,10.7,10.7,-0.15,0.04,0.04,1.13,0.18,0.18,10.22,0.87,0.87,K1III,5.83,2.58,2.58,4580.0,70.0,70.0,,,
HD 32963 b,Confirmed,0.7,0.03,0.03,0.7,0.03,0.03,,,,2372.0,26.0,26.0,3.41,0.02,0.02,0.07,0.04,0.04,,,,,2015,2015-12-02,107.0,35.0,35.0,2450532.0,324.0,324.0,,,,,,,,,,,,,,,,,,,11.1,0.4,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 32963,76.983333352,26.328055571,7.6,,,,,,,,0.11,0.05,0.05,0.94,,,,,,G5IV,4.99,3.6,3.6,5727.0,32.0,32.0,,,
HD 330075 b,Confirmed,0.62,,,0.62,,,1.06,,,3.6413,0.00187,0.00187,0.039,,,0.0187,0.0684,0.0684,,,,0.000777,2004,2015-02-25,38.2,91.2,91.2,2452968.399,,,,,,,,,,,,,,,,,,2452878.815,0.003,0.003,97.84,8.79,8.79,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 330075,237.4041667,-49.9633333,9.36,,,,,50.2,,,0.03,,,0.95,,,,,,G5,6.21,,,6295.0,,,,,
HD 331093 b,Confirmed,1.5,0.11,0.11,1.5,0.11,0.11,,,,621.62,16.11,16.11,1.44,0.07,0.07,0.59,0.03,0.03,,,,,2021,2021-05-21,165.77,27.06,27.06,2459022.81,17.72,17.72,,,,,,,,,,,,,,,,,,,43.65,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 331093,295.620833343,31.740277798,8.0,,,,,50.265,0.2,0.2,,,,,,,,,,K0,,,,,,,,,
HD 33142 b,Confirmed,1.261,,,1.261,,,1.235,,,329.7,,,1.075,,,0.052,0.0,0.0,,,,0.008413,2011,2022-06-09,116.0,,,2455329.0,42.0,42.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 33142,76.89809,-13.98648,7.96,,,,,126.0,11.0,11.0,0.05,0.03,0.03,1.54,0.1,0.1,4.36,0.1,0.1,K0III,3.0,0.4,0.4,4978.0,44.0,44.0,,,
HD 33142 c,Confirmed,0.885,,,0.885,,,1.277,,,811.5,,,1.96,0.17,0.17,0.2,,,,,,,2010,2022-06-09,16.0,,,2439850.0,500.0,500.0,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 33142,76.89809,-13.98648,7.96,,,,,126.0,11.0,11.0,0.05,0.03,0.03,1.54,0.1,0.1,4.36,0.1,0.1,K0III,3.0,0.4,0.4,4978.0,44.0,44.0,,,
HD 33142 d,Confirmed,0.2,,,0.2,,,,,,89.9,,,0.452,,,0.35,,,,,,,2022,2022-06-09,210.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 33142,76.89809,-13.98648,7.96,,,,,126.0,11.0,11.0,0.05,0.03,0.03,1.54,0.1,0.1,4.36,0.1,0.1,K0III,3.0,0.4,0.4,4978.0,44.0,44.0,,,
HD 33283 b,Confirmed,0.33,,,0.33,,,0.99,,,18.1801,0.008,0.008,0.168,,,0.458,0.0656,0.0656,,,,0.001953,2006,2015-02-16,156.0,9.6,9.6,2453560.0,0.3,0.3,,,,,,,,,,,,,,,,,,,24.48,2.41,2.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 33283,77.0041667,-26.7972222,8.05,,,,,86.0,,,0.366,0.05,0.05,1.24,0.1,0.1,1.2,0.1,0.1,G3V,3.2,2.3,2.3,5995.0,50.0,50.0,,,
HD 33564 b,Confirmed,9.1,,,9.1,,,,,,388.0,3.0,3.0,1.1,,,0.34,0.02,0.02,,,,0.052431,2005,2010-12-22,205.0,4.0,4.0,52603.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 33564,80.6375,79.2311111,5.08,,,,,20.98,0.2,0.2,-0.12,,,1.25,0.04,0.04,1.1,,,F6 V,3.0,0.3,0.3,6250.0,,,,,
HD 33844 b,Confirmed,1.96,0.12,0.12,1.96,0.12,0.12,,,,551.4,7.8,7.8,1.6,0.02,0.02,0.15,0.07,0.07,,,,,2013,2015-12-24,211.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,33.5,2.0,2.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 33844,78.1504186042,-14.9511112784,,,,,,100.9,,,,,,1.75,,,,,,K0 III,2.1,0.3,0.3,4827.0,,,,,
HD 33844 c,Confirmed,1.75,0.18,0.18,1.75,0.18,0.18,,,,916.0,29.5,29.5,2.24,0.05,0.05,0.13,0.1,0.1,,,,,2015,2015-12-24,71.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,25.4,2.9,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 33844,78.1504186042,-14.9511112784,,,,,,100.9,,,,,,1.75,,,,,,K0 III,2.1,0.3,0.3,4827.0,,,,,
HD 34445 b,Confirmed,0.629,0.028,0.028,0.629,0.028,0.028,,,,1056.7,4.7,4.7,2.075,0.016,0.016,0.014,0.035,0.035,,,,0.044516,2004,2017-11-06,115.0,92.0,92.0,2453781.0,48.0,48.0,,,,,,,,,,,,,,,,,,,12.01,0.52,0.52,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,
HD 34445 c,Confirmed,0.168,0.016,0.016,0.168,0.016,0.016,,,,214.67,0.45,0.45,0.7181,0.0049,0.0049,0.036,0.071,0.071,,,,,2017,2017-11-06,149.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,5.45,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,
